round,numSession,groupInRound,CV,bid1,signal1,bid2,signal2,bid3,signal3,bid4,signal4,OtherHBid,StratWin,subject,treatment,male,age,major,CRT1,CRT2,CRT3,N_s,advice,alpha,belief_other,beta,bid_pref,choice_pref,dRedChosen,dTie,dWin,displayLotto,endowment,epsilon,explain1,explain2,explain3,explain4,groupRandomN,guess,lotteryid,pLotto,partFee,paymentRound,playerInGroup,q1abid65,q1bbid70,q1cbid75,q1dbid80,q1ebid85,randomPrice,sesIDNum,ticket,vLotto,winBid,lowbound,upbound,rrange,fix,euv,smeuv,rec_round,lottoRound,rec_lottoRound,expV,NEcomp,nbid,BEbid,NEbid,BEBF,NEBF,BF,thBF,loss,fixHigh,DeuvH,correctAns,maxbid,lottery,Highprob,Highval,rec_lround,fixsmeuv,Lpayoff,bidofix,lnbidofix,CVsmeuv,CVeuv,CVepsilon,CVfixHigh,CVHighprob,CVHighval,CVHHprobval,lnbid,lnNEbid,lnBEbid,lnnbid,lnfix,lnsignal,lneuv,HHprobval,epsHigh,bidofix100,NEbidofix100,BEbidofix100,CVlnfix,CVlnsignal,nmexpV,NEmnbid,nmexpV2,CVexpV,CVnmexpV,CVnmexpV2,CVepsHigh,CVNEmnbid,countWin,L1loss,L1Lpayoff,L1payoff,payoff,payoff1groupid_in_subsession,payoff1playerid_in_group,payoff1playerphase_one_payoff,payoff1playerphase_two_payoff,payoff1playertotal_payoff_dol,payoff1subsessionround_number,payoffFinal,payoffLotteryType,payoffPartFee,payoffPhaseTwoReal,payoffPlayLotto,payoffPlayerPayoff,payoffRandomChipId,payoffRandomCutoff,payoffRedChips,payoffRound,payoffTaskNum,payoffTotalChips,taskChoice,taskCutoff,taskDieSide,maxV,domnBid,domnBid2,overbid,dmaxVsig,bidofixoeuv,smeuvoeuv,epsilonoeuv,testCV,testCP,Utype,CEnorm,averse,consistency,CEnorm1,CEnorm2,CEnorm3,CEnorm2c,CEnorm3c,RP,CRP,AP,aver1,aver2,aver3,bidhatCV,bidhatCP,sumNGroup,Grrange,GdomnBid,upticket,StratProfit
10,5,4,1,15,16,0,20,12,21,25,21,15,16,75,cv,1,21,Economics,5,5,47,4,7,10,I have no idea why people would bid way above the signal (or even my signal+2x). It kind of ruined other people's payoffs because rational players never win.,70,0,0,1,0,0,1,12,4,"I bid a little bit less than the expected payoff (as I am risk-averse), which is the signal*prob(signal)",Bid the expected payoff.,I am risk neutral and judge the expected payoff.,I am risk neutral and judge the expected payoff.,10,28,4,60,10,,3,48,50,55,50,60,,4,17,17,25,14,66,1,60,40,-19,.1,10,.1,24,.048315812,12.6,11.16,10.22899,.84000015,1.7710104,-.60000038,2.3710108,0,1,0,3,,0,1,0,.1,-19,0,.2,-1.6094379,-19,40,4,1,1,0,,2.4849067,2.3252258,2.4123359,2.5336969,4.0943446,3.0445225,3.6888795,0,0,20,17.048317,18.6,4.0943446,3.0445225,-11.4,-2.3710108,129.95999,24,-11.4,129.95999,0,-2.3710108,1,0,0,0,0,1,4,0,63,24.625,1,15,2,25,100,0,0,5,63,6,70,2,20,,,,70,0,0,-58,49,.0049999999,-.47499999,.1,19.018333,7.7295427,,,,,.99666667,.0066666603,.070000023,,,.0033333302,.0066666603,.070000023,1,1,1,19.018333,7.7295427,4,1,1,.186,10.16
11,5,3,1,32,36,29,39,38,42,42,42,42,43,76,cv,0,18,Economics,5,100,48,4,20,10,the average between the numbers,70,1,-1,0,0,0,2,12,4,less risk associated with lower number,With only 25% chance. there's more risk in choosing higher number,its more narrow in a way,The chances are still high,97,15,2,40,10,,4,61,66,69,70,85,,5,0,38,42,14,66,1,40,40,2,.090909094,1,1,16,1.3304459e-06,16.799999,15.84,15.200001,22.16,22.799999,21.200001,1.5999985,0,0,0,1,,0,0,0,1,0,0,.94999999,-.051293306,2,40,4,0,0,0,,3.6375861,2.7212956,2.7625384,2.8213789,3.6888795,3.7376697,3.6888795,0,0,95,38,39.599998,3.6888795,3.7376697,.79999924,-1.5999985,.63999879,16,.79999924,.63999879,0,-1.5999985,13,0,0,0,0,1,5,0,124,27.166666,1,17,1,27,0,0,0,27,124,15,71,4,30,,,,70,0,0,-32,28,.02375,.050000001,.1,32.953316,14.469928,,,,,.27666667,-.4066667,-.18166667,,,.72333336,-.4066667,-.18166667,1,1,1,32.953316,14.469928,4,1,1,.396,14.84
12,1,2,1,14,29,27,31,37,32,29,33,37,38,3,cv,0,20,public policy,5,5,47,4,26,10,idk,70,1,0,1,0,0,2,12,4,in this example there is a high probability that the lottery will result favourably so i want to bid high enough to win but not too high. In the actual experiment the chance was always pretty low so i didnt want to bet high at all,I'd rather get a payoff of zero than a negative payoff,no,"i did that in the experiment, no additional thinking required",71,24,2,40,10,,1,69,74,75,80,86,,3,0,32,37,14,66,1,40,40,-7,.083333336,2,.5,16,.00011976292,13.2,12.24,11.600048,16.76,17.399952,15.8,1.5999517,0,0,0,3,,0,0,0,.5,0,0,.72500002,-.3215836,-7,40,4,0,0,0,,3.3672957,2.4510093,2.5047092,2.5802169,3.6888795,3.4965076,3.6888795,0,0,72.5,29.00012,30.599998,3.6888795,3.4965076,-2.8000002,-1.5999517,7.8400011,16,-2.8000002,7.8400011,0,-1.5999517,31,1,-4,-4,0,1,3,0,138,27.75,1,18,1,28,150,0,0,10,138,15,77,4,30,,,,70,0,0,-41,37,.018125001,-.175,.1,26.733639,10.451712,,,,,.95500004,-.093333334,.26833335,,,.044999957,-.093333334,.26833335,1,1,1,26.733639,10.451712,4,1,1,.30599999,11.24
12,5,1,1,80,24,11,25,26,26,10,30,80,81,83,cv,0,23,Public Policy,5,20,12,4,0,10,I think most people bid around the signal - to hope that they would be the highest bid,70,0,0,0,0,0,2,12,4,"I chose 0 for all because the loss is bigger for such a small gain (if in case that I do bet the highest) because what I bet is deducted from the payoff. So I thought it would be better to get 0 and keep my endowment than to bet and risk for such a small payoff, which would be most likely less than a dollar.",Same reasoning as before. I think it's better to get the whole $12 endowment than to risk for that extra dollar I MIGHT get when I bid the highest. The risk is too high for what I could gain in return in the case that I bid the highest,"I don't care because regardless of lottery A or B, the risk would still be high because everyone will be voting to be the highest bid, therefore, unless people don't vote with that mindset, my risk would be higher than what I COULD/MIGHT get, in the case that I am the highest bidder.",Same as above,56,0,2,40,10,,4,0,0,0,0,0,,12,0,28,80,14,66,1,40,40,-10,.083333336,2,.5,16,.00053674023,12,11.04,10.400215,-1.04,-.40021515,-2,1.5997849,0,0,0,1,,0,0,0,.5,0,0,.25,-1.3862944,-10,40,4,0,0,0,,2.3025851,2.3418264,2.401525,2.4849067,3.6888795,3.4011974,3.6888795,0,0,25,26.000538,27.6,3.6888795,3.4011974,-4,-1.5997849,16,16,-4,16,0,-1.5997849,8,0,0,0,0,1,12,0,142,27.916666,1,18,1,28,0,0,0,18,142,15,29,4,30,,,,70,0,0,-60,40,.0062500001,-.25,.1,24.563747,9.1407604,,,,,1.2533333,-.050000012,.11333331,,,-.25333333,-.050000012,.11333331,-1,1,1,24.563747,9.1407604,4,1,1,.27599999,10.04
12,5,2,1,50,54,55,57,0,61,57,61,57,58,74,cv,1,21,Computer Science,5,100,7,4,4,10,"They always considered the probability of the won bid values being realized at the end. If the probability is high, big higher and if it is low bid lower than your signal.",70,1,1,0,0,1,2,12,4,"Given that there is a high probability of getting the reward for the bet if the bid was won at 75%, it is better to bid high just enough to get around 4 credits of profit as others will also be bidding high.",The probability that you get the reward if the bid was won is very low at 25% so it is not profitable to bid high or even close to the signal range values.,Hihger expected reward in this case.,Less uncertainty concerning how much the bid value should be.,100,27,2,40,10,,4,65,70,75,80,85,,3,0,58,57,14,66,1,40,40,21,.083333336,2,.5,16,9.9586311e-11,24.4,23.440001,22.799999,33.559998,34.200001,32.599998,1.6000004,1,0,0,1,,0,0,0,.5,0,-57,1.425,.35417178,21,40,4,0,0,0,,4.0430512,3.1267605,3.154444,3.1945832,3.6888795,4.1108737,3.6888795,0,0,142.5,57,58.600002,3.6888795,4.1108737,8.3999996,-1.6000004,70.55999,16,8.3999996,70.55999,0,-1.6000004,13,0,0,0,-57,1,3,0,64,24.666666,1,15,3,25,0,0,0,30,64,23,49,6,30,,,,70,0,0,-13,9,.035625,.52499998,.1,44.64922,23.372313,,,,,.88166666,.021666676,.019999981,,,.11833334,.021666676,.019999981,1,1,1,44.64922,23.372313,4,1,1,.58600003,22.440001
13,1,3,1,27,28,25,30,37,33,33,34,37,38,10,cv,0,21,art history,5,5,12,4,28,10,I did not understand the action of bidding higher than the value range preformed by other participants. I wished we all bidded lower than we did.,70,-1,-1,0,0,0,2,12,4,"for bids with higher probability and higher value, I tend to enter a bid that is 1/2 more units from the SIGNAL of selected value. for example, for d) I have the average being 80, so I add half of 4 units to 80 to get 82.  for lower value bids, I add the halfway unit to the lowest selected value given by the signal",It is a rather low value and I would not want to risk bidding higher than 30.,it seems more probable to get some sort of value,same as above,72,30,2,40,10,,1,65,72,75,82,87,,10,0,30,37,14,66,1,40,40,-6,.07692308,3,.33333334,16,.000072639887,13.6,12.64,12.000029,20.360001,20.999971,19.4,1.5999718,0,0,0,2,,0,0,0,.33333334,0,0,.82499999,-.1923719,-6,40,4,0,0,0,,3.4965076,2.4849091,2.5368664,2.6100698,3.6888795,3.5263605,3.6888795,0,0,82.5,30.000072,31.6,3.6888795,3.5263605,-2.3999996,-1.5999718,5.7599983,16,-2.3999996,5.7599983,0,-1.5999718,21,0,0,0,0,1,10,0,0,22,1,12,1,22,0,1,0,13,0,10,24,1,20,,,,70,1,0,-37,36,.020624999,-.15000001,.1,27.446249,10.891867,,,,,.80166668,.11333334,-.375,,,.19833332,.11333334,-.375,1,1,1,27.446249,10.891867,4,1,1,.31600001,11.64
14,5,4,1,40,42,46,44,52,48,45,48,52,53,72,cv,0,25,computer science,50,5,24,4,12,10,they bid high compared to selected value,70,1,1,1,0,1,2,12,4,"i always select bid that is just below selected value range .If the probability is high , then i would bet more. Finally, i will always make sure i get positive credits at last even i won",There is less probability to get selected value. So always bid less number,Likely i will get selected value,likely to get selected value,49,0,2,40,10,,2,60,60,70,75,80,,1,0,45,52,14,66,1,40,40,8,.071428575,4,.25,16,6.6239004e-08,19.200001,18.24,17.6,33.760002,34.400002,32.799999,1.6000004,1,0,0,1,,0,0,0,.25,0,-52,1.3,.26236424,8,40,4,0,0,0,,3.9512436,2.8678989,2.9036169,2.9549103,3.6888795,3.871201,3.6888795,0,0,130,44,45.599998,3.6888795,3.871201,3.2000008,-1.6000004,10.240005,16,3.2000008,10.240005,0,-1.6000004,28,0,0,0,-52,1,1,1,91,25.916666,1,16,3,26,0,0,0,13,91,23,72,6,30,,,,70,0,0,-18,22,.032499999,.2,.1,36.857121,17.219713,,,,,.38333336,-.053333327,-.049999997,,,.61666667,-.053333327,-.049999997,1,1,1,36.857121,17.219713,4,1,1,.456,17.24
14,5,5,1,58,58,50,58,25,59,25,60,58,59,75,cv,1,21,Economics,5,5,47,4,7,10,I have no idea why people would bid way above the signal (or even my signal+2x). It kind of ruined other people's payoffs because rational players never win.,70,0,0,1,0,0,2,12,4,"I bid a little bit less than the expected payoff (as I am risk-averse), which is the signal*prob(signal)",Bid the expected payoff.,I am risk neutral and judge the expected payoff.,I am risk neutral and judge the expected payoff.,97,28,2,40,10,,4,48,50,55,50,60,,4,0,60,58,14,66,1,40,40,20,.071428575,4,.25,16,1.6419008e-10,24,23.040001,22.4,1.9599991,2.6000004,1,1.6000004,0,0,0,3,,0,0,0,.25,0,0,.625,-.47000363,20,40,4,0,0,0,,3.2188759,3.109061,3.1372318,3.1780539,3.6888795,4.0943446,3.6888795,0,0,62.5,56,57.600002,3.6888795,4.0943446,8,-1.6000004,64,16,8,64,0,-1.6000004,1,0,0,0,0,1,4,0,63,24.625,1,15,2,25,100,0,0,5,63,6,70,2,20,,,,70,0,0,-45,10,.015625,.5,.1,44.082191,22.889574,,,,,.99666667,.0066666603,.070000023,,,.0033333302,.0066666603,.070000023,1,1,1,44.082191,22.889574,4,1,1,.57600003,22.040001
16,5,1,1,35,39,40,41,45,43,0,45,45,46,72,cv,0,25,computer science,50,5,24,4,12,10,they bid high compared to selected value,70,1,1,1,0,0,2,12,4,"i always select bid that is just below selected value range .If the probability is high , then i would bet more. Finally, i will always make sure i get positive credits at last even i won",There is less probability to get selected value. So always bid less number,Likely i will get selected value,likely to get selected value,52,0,2,40,10,,1,60,60,70,75,80,,1,0,43,45,14,66,1,40,40,5,.0625,6,.16666667,16,2.9686262e-07,18,17.040001,16.4,-17.040001,-16.4,-18,1.6000004,0,0,0,1,,0,0,0,.16666667,0,0,0,,5,40,4,0,0,0,,-4.6051702,2.7972813,2.8355637,2.8903718,3.6888795,3.8066626,3.6888795,0,0,0,41,42.600002,3.6888795,3.8066626,2,-1.6000004,4,16,2,4,0,-1.6000004,28,1,-17,-17,0,1,1,1,91,25.916666,1,16,3,26,0,0,0,13,91,23,72,6,30,,,,70,0,0,-70,25,0,.125,.1,34.929489,15.837724,,,,,.38333336,-.053333327,-.049999997,,,.61666667,-.053333327,-.049999997,1,1,1,34.929489,15.837724,4,1,1,.42600003,16.040001
16,5,2,1,15,18,18,22,23,24,24,24,24,25,78,cv,1,21,Computer Science,5,5,47,4,1,10,Other people bid somewhere close to the median of the range given,70,1,1,1,0,0,2,12,4,"Since there's no benefit of winning the lottery and a chance of getting a negative earning, I chose 1 to avoid any chance of winning.",Avoid the possibility of negative earning and choose 1. Winning gets you almost no earning.,There's more certainty in it,"Again, I know the chance is certain",88,1,2,40,10,,1,1,1,1,1,1,,7,0,20,24,14,66,1,40,40,-16,.0625,6,.16666667,16,.010780715,9.6000004,8.6400003,8.0043125,14.36,14.995687,13.4,1.5956879,0,0,0,3,,0,0,0,.16666667,0,0,.57499999,-.55338526,-16,40,4,0,0,0,,3.1354942,2.0799804,2.1564026,2.2617631,3.6888795,3.1780539,3.6888795,0,0,57.5,20.01078,21.6,3.6888795,3.1780539,-6.3999996,-1.5956879,40.959995,16,-6.3999996,40.959995,0,-1.5956879,15,0,0,1,0,1,7,0,140,27.833334,1,18,3,28,0,0,0,20,140,23,62,6,30,,,,70,1,0,-47,46,.014374999,-.40000001,.1,20.088943,6.5632148,,,,,.96000004,-.029999971,.045000017,,,.039999962,-.029999971,.045000017,1,1,1,20.088943,6.5632148,4,1,1,.21600001,7.6400003
17,5,5,1,50,51,22,53,55,54,15,58,55,56,81,cv,1,22,Physics,5,100,14,4,0,10,I think that people bet really high when the probability was 60 percent or higher. I was a bit surprised by how high people bet because the reward was often lower than their bids in many of the auctions. I do not think that was wise at all. That kind of a bid is just a sure ticket to losing money.,70,0,0,0,0,0,2,12,4,"I'm not willing to lose any more than half the reward price. The rewards are pretty high in these signals and so is the probability, and that is the reason why I'm even willing to lose some money from my endowment in these bets. However, if the percentage was 40 % or even 60%, I would bet 0 or 1, because I would rather keep all of my endowment. It is not worth it for me to bet any amount in these  cases.",It is simply not worth it for this participant to bid a high number in this scenario. The most they can earn is 4 dollars and with a 1/4 probability. That is not a scenario worth betting those 4 dollars on. I would rather that they keep their full endowment.,"I don't instantly view any of them to be more beneficial. I could get 90 percent probability in one, but 60 percent in another for Lottery B. In Lottery A, I get 75 percent for sure. I think what approach people will take will depend on a person's outlook - whether they're a risk taker or someone who plays it safe.","As mentioned above, I don't see the immediate merit of one over the other.",65,28,2,40,10,,3,30,35,35,38,40,,10,0,54,55,14,66,1,40,40,18,.05882353,7,.14285715,16,4.4631490e-10,23.200001,22.24,21.6,-7.2399998,-6.6000004,-8.2000008,1.6000004,0,0,0,1,,0,0,0,.14285715,0,0,.375,-.98082924,18,40,4,0,0,0,,2.7080503,3.0726933,3.1018925,3.1441524,3.6888795,4.0604429,3.6888795,0,0,37.5,54,55.599998,3.6888795,4.0604429,7.2000008,-1.6000004,51.840012,16,7.2000008,51.840012,0,-1.6000004,1,0,0,0,0,1,10,0,85,25.541666,1,16,3,26,0,0,0,26,85,23,14,6,30,,,,70,0,0,-55,12,.0093750004,.44999999,.1,42.931953,21.928831,,,,,1.3,-.055000007,.30000001,,,-.29999995,-.055000007,.30000001,-1,1,1,42.931953,21.928831,4,1,1,.55599999,21.24
18,1,1,1,10,19,10,22,28,24,5,25,28,29,9,cv,1,23,Architecture,10,5,24,4,2,10,dont know,70,-1,-1,1,0,0,2,12,4,rather not lose anything,no risk,na,na,73,27,2,40,10,,3,0,1,1,1,1,,9,0,23,28,14,66,1,40,40,-15,.055555556,8,.125,16,.0065388344,10,9.04,8.4026155,-4.04,-3.4026155,-5,1.5973845,0,0,0,1,,0,0,0,.125,0,0,.125,-2.0794415,-15,40,4,0,0,0,,1.6094379,2.1285431,2.2016592,2.3025851,3.6888795,3.2188759,3.6888795,0,0,12.5,21.006538,22.6,3.6888795,3.2188759,-6,-1.5973845,36,16,-6,36,0,-1.5973845,5,0,0,0,0,1,9,0,0,22,1,12,3,22,0,1,0,14,10,23,4,6,30,,,,70,0,0,-65,45,.003125,-.375,.1,20.845369,6.9883828,,,,,1.7733333,.18666667,-.030000031,,,-.77333331,.18666667,-.030000031,-1,1,1,20.845369,6.9883828,4,1,1,.226,8.04
18,5,2,1,1,48,0,50,0,51,53,54,1,2,83,cv,0,23,Public Policy,5,20,12,4,0,10,I think most people bid around the signal - to hope that they would be the highest bid,70,0,0,0,0,1,2,12,4,"I chose 0 for all because the loss is bigger for such a small gain (if in case that I do bet the highest) because what I bet is deducted from the payoff. So I thought it would be better to get 0 and keep my endowment than to bet and risk for such a small payoff, which would be most likely less than a dollar.",Same reasoning as before. I think it's better to get the whole $12 endowment than to risk for that extra dollar I MIGHT get when I bid the highest. The risk is too high for what I could gain in return in the case that I bid the highest,"I don't care because regardless of lottery A or B, the risk would still be high because everyone will be voting to be the highest bid, therefore, unless people don't vote with that mindset, my risk would be higher than what I COULD/MIGHT get, in the case that I am the highest bidder.",Same as above,5,0,2,40,10,,2,0,0,0,0,0,,12,51,51,53,14,66,1,40,40,14,.055555556,8,.125,16,3.2978458e-09,21.6,20.639999,20,32.360001,33,31.4,1.6000004,1,0,0,1,,0,0,0,.125,0,-2,1.325,.28141248,14,40,4,0,0,0,,3.9702919,2.9957323,3.027231,3.0726933,3.6888795,3.9889841,3.6888795,0,0,132.5,50,51.599998,3.6888795,3.9889841,5.6000004,-1.6000004,31.360004,16,5.6000004,31.360004,0,-1.6000004,8,0,0,0,-2,1,12,0,142,27.916666,1,18,1,28,0,0,0,18,142,15,29,4,30,,,,70,0,0,-17,16,.033125002,.34999999,.1,40.56675,20.02626,,,,,1.2533333,-.050000012,.11333331,,,-.25333333,-.050000012,.11333331,-1,1,1,40.56675,20.02626,4,1,1,.51599997,19.639999
18,5,4,1,35,35,30,36,40,39,17,40,40,41,85,cv,1,20,Computer Science & Mathematics,5,5,47,4,8,10,Honestly from what I could see a lot of people ended up bidding more than the selected value without even factoring in the expected outcome.,70,1,1,1,0,0,2,12,4,The expected value of the signal with probability 0.75,The selected value should be around 30-32  Then factor in the probability of 25% and the expected value is more or less 8~,I tend to be pessimistic about a range of odds so I would err on the side of caution and rather pick the 75% guaranteed.,Mostly for the same reason as above.,99,28,2,40,10,,1,48,54,58,64,69,,14,0,36,40,14,66,1,40,40,0,.055555556,8,.125,16,3.6165270e-06,16,15.04,14.400002,1.96,2.5999985,1,1.5999985,0,0,0,3,,0,0,0,.125,0,0,.42500001,-.8556661,0,40,4,0,0,0,,2.8332133,2.6672282,2.7107134,2.7725887,3.6888795,3.6888795,3.6888795,0,0,42.5,36.000004,37.599998,3.6888795,3.6888795,0,-1.5999985,0,16,0,0,0,-1.5999985,2,0,0,0,0,1,14,0,150,28.25,1,18,2,28,150,1,0,19,33,20,71,5,30,,,,70,0,0,-53,30,.010625,0,.1,31.608894,13.565949,,,,,.91666663,.2833333,-.26666668,,,.083333373,.2833333,-.26666668,1,1,1,31.608894,13.565949,4,1,1,.37599999,14.04
19,1,3,1,50,52,0,54,53,55,62,58,53,54,2,cv,1,27,Computer Engineering,5,5,47,4,27,10,Don't know,70,0,0,1,0,1,2,12,4,Chosen at random,Chosen at random,I don't know,I don't know,49,28,2,40,10,,4,65,70,75,80,81,,2,0,56,62,14,66,1,40,40,18,.052631579,9,.11111111,16,4.4631490e-10,23.200001,22.24,21.6,39.760002,40.400002,38.799999,1.6000004,1,0,0,3,,0,0,0,.11111111,0,-62,1.55,.43825489,18,40,4,0,0,0,,4.1271343,3.0726933,3.1018925,3.1441524,3.6888795,4.0604429,3.6888795,0,0,155,54,55.599998,3.6888795,4.0604429,7.2000008,-1.6000004,51.840012,16,7.2000008,51.840012,0,-1.6000004,42,1,-28,-28,-62,1,2,0,0,22,1,12,2,22,0,1,0,26,53,26,77,5,30,,,,70,3,0,-8,12,.03875,.44999999,.1,42.931953,21.928831,,,,,1.5,0,0,,,-.5,0,0,-1,1,1,42.931953,21.928831,4,1,1,.55599999,21.24
20,5,5,1,0,22,10,22,18,24,20,29,18,19,76,cv,0,18,Economics,5,100,48,4,20,10,the average between the numbers,70,1,-1,0,0,1,2,12,4,less risk associated with lower number,With only 25% chance. there's more risk in choosing higher number,its more narrow in a way,The chances are still high,6,15,2,40,10,,2,61,66,69,70,85,,5,26,26,20,14,66,1,40,40,-11,.050000001,10,.1,16,.00088493497,11.6,10.64,10.000354,9.3599997,9.9996462,8.3999996,1.5996466,0,0,0,1,,0,0,0,.1,0,0,.5,-.69314718,-11,40,4,0,0,0,,2.9957323,2.3026204,2.3646204,2.4510052,3.6888795,3.3672957,3.6888795,0,0,50,25.000885,26.6,3.6888795,3.3672957,-4.3999996,-1.5996466,19.359997,16,-4.3999996,19.359997,0,-1.5996466,13,0,0,0,6,1,5,0,124,27.166666,1,17,1,27,0,0,0,27,124,15,71,4,30,,,,70,0,0,-50,41,.0125,-.27500001,.1,23.829897,8.7069693,,,,,.27666667,-.4066667,-.18166667,,,.72333336,-.4066667,-.18166667,1,1,1,23.829897,8.7069693,4,1,1,.266,9.6400003
21,5,4,1,30,64,65,67,64,68,65,70,65,66,88,cv,1,22,Integrated Digital Media,5,5,47,4,20,30,I feel that some people might have bid over the minimum Selected value range. That could cause people to have zero or negative payouts even if the outcome was non-zero.,90,1,1,1,1,0,3,12,4,The probability of a non-zero outcome is good and I want to be one of the highest bidder while still having a non-zero payoff.,"There is a high probability of a zero outcome, so the person should not bid too much because the payoff could be negative if the outcome is zero and that person is the highest bidder.",The 75 probability is confirm which is higher that the lower probability of the lottery B also the payoff amount can be way higher in lottery A,Confirm probability and higher outcomes.,73,24,1,60,10,,2,60,65,70,74,78,,17,0,68,65,34,86,1,60,60,10,.047619049,1,1,36,2.4367967e-08,42,40.560001,39.599998,24.439999,25.400002,23,2.4000015,0,1,1,3,,0,1,1,1,10,0,1.0833334,.080042742,10,60,4,1,1,1,,4.1743875,3.6788292,3.7027824,3.7376697,4.0943446,4.2484951,4.0943446,1,0,108.33334,66,67.600006,4.0943446,4.2484951,6,-2.4000015,36,36,6,36,0,-2.4000015,12,0,0,0,0,1,17,0,150,28.25,1,18,3,28,150,1,0,23,56,23,32,6,30,,,,90,0,0,-25,20,.018055556,.16666667,.06666667,66.625496,36.933586,,,,,1.1,0,.10000002,,,-.10000002,0,.10000002,-1,1,1,66.625496,36.933586,4,1,1,.676,39.560001
22,1,1,1,17,14,8,16,0,17,9,19,17,18,6,cv,0,21,Economics,5,5,47,4,28,10,To play it safe? Not sure.,70,0,1,0,0,0,3,12,4,I didn't want to pay a lot of credits if I lost but I also wanted  to win some.,don't know.,You can make more than 75.,I don't have a reason.,31,24,4,60,10,,1,65,70,75,80,85,,6,15,15,17,14,66,1,60,40,-21,.045454547,2,.5,24,.131336,11.4,9.96,9.0788012,-.96000004,-.078801155,-2.3999996,2.3211985,0,1,0,3,,0,1,0,.5,-21,0,.15000001,-1.89712,-21,40,4,1,1,0,,2.1972246,2.2059422,2.2985771,2.4336133,4.0943446,2.9444389,3.6888795,0,0,15.000001,15.131335,16.6,4.0943446,2.9444389,-12.6,-2.3211985,158.76001,24,-12.6,158.76001,0,-2.3211985,23,0,0,0,0,1,6,0,0,22,1,12,1,22,0,1,0,12,25,10,2,1,20,,,,70,0,0,-61,51,.0037500001,-.52499998,.1,16.640539,6.5438118,,,,,1.3666667,.33333331,.096666664,,,-.36666667,.33333331,.096666664,-1,1,1,16.640539,6.5438118,4,1,1,.16599999,8.96
22,5,4,1,46,43,36,43,1,46,40,48,46,47,75,cv,1,21,Economics,5,5,47,4,7,30,I have no idea why people would bid way above the signal (or even my signal+2x). It kind of ruined other people's payoffs because rational players never win.,90,0,0,1,0,0,3,12,4,"I bid a little bit less than the expected payoff (as I am risk-averse), which is the signal*prob(signal)",Bid the expected payoff.,I am risk neutral and judge the expected payoff.,I am risk neutral and judge the expected payoff.,78,28,1,60,10,,3,48,50,55,50,60,,4,0,45,46,34,86,1,60,60,-12,.045454547,2,.5,36,.0014590111,28.799999,27.360001,26.400875,12.639999,13.599125,11.200001,2.3991241,0,1,1,3,,0,1,1,.5,-12,0,.66666669,-.40546507,-12,60,4,1,1,1,,3.6888795,3.2733972,3.309082,3.3603754,4.0943446,3.871201,4.0943446,1,0,66.666672,44.001457,45.600002,4.0943446,3.871201,-7.2000008,-2.3991241,51.840012,36,-7.2000008,51.840012,0,-2.3991241,1,0,0,0,0,1,4,0,63,24.625,1,15,2,25,100,0,0,5,63,6,70,2,20,,,,90,0,0,-50,42,.011111111,-.2,.06666667,44,22.148422,,,,,.99666667,.0066666603,.070000023,,,.0033333302,.0066666603,.070000023,1,1,1,44,22.148422,4,1,1,.456,26.360001
23,1,2,1,11,40,0,40,34,40,30,43,34,35,4,cv,1,21,chemistry,5,5,47,4,10,10,bid equal to the signal.,70,0,1,1,0,0,3,12,4,good chance of winning. want some profit so you big less than the minimum winnings.,25% of winning. not worth,better overall chance of winning.,either is fine.,61,28,4,60,10,,4,60,60,65,70,75,,4,0,42,34,14,66,1,60,40,3,.043478262,3,.33333334,24,8.0695628e-07,25.799999,24.360001,23.4,5.6399994,6.6000004,4.2000008,2.3999996,0,1,0,3,,0,1,0,.33333334,3,0,.5,-.69314718,3,40,4,1,1,0,,3.4011974,3.1527359,3.1929424,3.2503746,4.0943446,3.7612002,3.6888795,0,0,50,39,40.600002,4.0943446,3.7612002,1.7999992,-2.3999996,3.2399971,24,1.7999992,3.2399971,0,-2.3999996,6,0,0,0,0,1,4,-20,100,23.666666,1,14,2,24,100,1,0,3,35,10,2,2,20,,,,70,0,0,-40,27,.0125,.075000003,.1,43.433556,21.955021,,,,,1.2,.3666667,.85000002,,,-.20000005,.3666667,.85000002,-1,1,1,43.433556,21.955021,4,1,1,.40600002,23.360001
